"Title","Publisher","Editor","Publication Year","Publication Date","Volume/Issue Number","Frequency","Publication Dates","Front Page Headlines","Table of Contents ","Topical Subject","Geographical Subject","Local Genre","LC Classification","Coverage","Type","Original Item Medium","Original Item Size","Digital Format","Digitization Process","Language","Rights","Rights Statement","Rights Statement URL","Collection","Digital Publisher","Source","File Name"
"Richmond Music Journal (1994-09)","Gypsy Publishing","Matera, Mariane","1994","1994-09","v.1:no.11","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Report from the rocklines, I'm a 'Paloozer -- Road to rock stardom is paved by The Rage ","Letters from Earth 6 -- Mad Dog goes to Raleigh 7 -- Nightcrawl 10-11 -- Band standings 12-13 -- Acoustic Blue 14 -- Lisa goes out 15 -- News & Notes 18-20 -- Tunes-Dispatch 21 -- Spectrum gets hurled 22-23 -- Boo to Techno 23","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.1:no.11, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v01_n11.pdf"
"Richmond Music Journal (1994-10)","Gypsy Publishing","Matera, Mariane","1994","1994-10","v.1:no.12","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","GWAR gaffes result in revealing show ","The quotes 3 -- What to do, what to do 4 -- Callers pummel Mr. Bell 5 -- Colossal Eds 6 -- Mad Dog 7 -- Spectrum redeemed 9 -- Saga of Ten Ten Pt. 2, 10-11 -- Infamous poll 12-13 -- On Edge 14-15 -- News & Notes 16-17 -- Bruce Dickinson 18 -- Local reviews 21-23 -- Nasty nonlocal bands 23","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.1:no.12, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v01_n12.pdf"
"Richmond Music Journal (1994-11)","Gypsy Publishing","Matera, Mariane","1994","1994-11","v.2:no.1","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Local band mania; Seeing 10 in a row -- When does the next bandwagon leave?","those quotes -- callers trash Peter 4-5 -- calendar 5 -- Mark McDonald 6 -- Mad Dog magic 7 -- fall of Ten Ten, pt. 3, 8-9 -- Nightcrawlers 10-11 -- Maniacs take poll 12-13 -- I.P.O. 14 -- Annual updates 15 -- News & Notes 16-17 -- The Ernies 18 -- Tunes-Dispatches 21 -- Los 10 Space 22 -- anniversary end note 23","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.1, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n01.pdf"
"Richmond Music Journal (1994-12)","Gypsy Publishing","Matera, Mariane","1994","1994-12","v.2:no.2","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","The learner's guide to being a Richmond band, Getting on the Fast Booking Track, Rest For the Electric Weary -- Once upon a time things were cooler -- Deck the Balls","quotes 3 -- calendar & letters 4-5 -- Fleadip 6-7 -- how Peter ended up 8-9 -- old photos 10 -- Mad Dog 11 -- Bandstandings 12-13 -- Scarien tales 16 -- John Morand 17 -- Nightcrawl 18-20 -- a year ago 21 -- News & Notes 22-23 -- local reviews 25 -- Harry Gore & Boom 26-27 -- bad reviews: yes or no? 27","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.2, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n02.pdf"
"Richmond Music Journal (1995-01)","Gypsy Publishing","Matera, Mariane","1995","1995-01","v.2:no.3","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Good Guys ride into the sunset, End of 15-year groove in scene ","deep thoughts 3 -- who has new year's eve gigs 4 -- low self-esteem mail 5 -- Cary Birkett 6-7 -- couch radio 7 -- Fulflej 8-9 -- photo year in rock 10 -- Mad Dog predicts 11 -- nightcrawlers 12-13 -- Maniacs retake poll 14-15 -- Krell 18-19 -- news & notes 21 -- whole lotta ads 22-23 -- reviews 25 -- CD flea 26-28 -- tunes-dispatch 29 -- discussion 30 -- Peter bites back 31","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.3, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n03.pdf"
"Richmond Music Journal (1995-02)","Gypsy Publishing","Matera, Mariane","1995","1995-02","v.2:no.4","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Slayed in the Zone: Past and present bands combine for supershow","deep thoughts 3 -- so many long letters! 4-5 -- Gibb Droll 6 -- the Atlanta scene sucks 7 -- last year's bands 7 -- David Carter 8-9 -- Couch Radio 9 -- Nightcrawl 10-11 -- Calendar buried 12 -- News & Notes 13 -- return of Ned Scott Jr 16 -- Wayback Machine 18 -- Bandstandings 20-21 -- Colin calls 22 -- Tunes-Dispatches 23-25 -- Krell 26 -- Are we having fun yet? 27","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.4, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n04.pdf"
"Richmond Music Journal (1995-03)","Gypsy Publishing","Matera, Mariane","1995","1995-03","v.2:no.5","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","The Dude, the Leaf, and the Root combine for one smoking show -- She's a Woman? ","Lyrics and deep thoughts 3 -- more mail than anybody 4 -- the front row of Iggy! 5 -- calendar 6 -- Sau 7 -- new telephone poll 8 -- Who is Killer Montone? 9 -- The Trouble with Larry 10 -- couch radio 11 -- Otis 12 -- Mr. Dog is back! And he's taking (real) names 13 -- dance grooves 16 -- bands smart enough to advertise 17 -- nightcrawlers 18-19 -- Ned Scott Jr.'s urban history of the dead, pt. 2, 20-21 -- news & notes 22 -- tunes-dispatches 24-25 -- Humbert 26 -- Peter Bell walks the earth 27","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.5, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n05.pdf"
"Richmond Music Journal (1995-04)","Gypsy Publishing","Matera, Mariane","1995","1995-04","v.2:no.6","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Assassinated!, Fifty percent of Grace St. bites it, Scapegoat! ","Lyrics and deepness 3 -- letters not so deep 4-5 -- calendar 6 -- Archie Crisis 7 -- Scratchin' Jones 8-9 -- Southside gigs! 9 -- Undertow 10-11 -- WDCE 12 -- Killer Montone 13 -- Couch Radio 14 -- Peter loves Suzy 15 -- Telephone poll 16-17 -- Pawn shop finds 20 -- dance grooves 21 -- Nightcrawlers 22-23 -- News & notes 24-25 -- Jay Thurman 26-28 -- tunes-dispatches 29 -- Sau 30 -- obsessive fiction 31","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.6, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n06.pdf"
"Richmond Music Journal (1995-05)","Gypsy Publishing","Matera, Mariane","1995","1995-05","v.2:no.7","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","It's a Mojo interview and something's not working ","Lyrics & deep thoughts 3 -- the letters 4-5 -- calendar 6 -- Killer Montone 7 -- Nightcrawl 8-11 -- Los 10 Space 12-13 -- the terrible poll 14-15 -- record reviews 16-17 -- News & notes 18-19 -- Dance Grooves 20 -- Hall & Yost, no! 21 -- more record reviews 22-23 -- couch radio 24 -- Patchwork 25 -- Burst into Flames 26 -- Peter Bell's radio rant 26","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.7, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n07.pdf"
"Richmond Music Journal (1995-06)","Gypsy Publishing","Matera, Mariane","1995","1995-06","v.2:no.8","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","How we gave the Ramones head ","Deep thoughts 3 -- letters 4-5 -- calendar 6 -- Killer Montone 7 -- Agents of Good Roots 8-9 -- Nightcrawl 10-11 -- lotta ads 12 & 14 -- Couch Radio 13 -- Dance Grooves 15 -- lots of photos 16-17 -- ads and reviews 18-19 -- telephone poll 20 -- Hype-R Space 21 -- Innerself 22-23 -- Dave Brockie 24-25 -- News & Notes 26-27 -- Tunes-Dispatch 28 -- Animal Farm 29 -- My Guitar 30","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.8, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n08.pdf"
"Richmond Music Journal (1995-07)","Gypsy Publishing","Matera, Mariane","1995","1995-07","v.2:no.9","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","National act off the beaten track: Soul Asylum Zoned -- Reflections in a Golden Basement ","Deep thoughts 3 -- letters 4-5 -- calendar 5 -- Nick Jazzy 7 -- Killer Montone 8-9 -- Wayne Pooley 10 -- sound advice 11 -- Paul Ivey 12-14 -- Janet Martin 15 -- the infamous poll and creature feature 16-17-- Danzig's drummer 18-19 -- couch radio 19 -- groove corner 20 -- Steppenwolf 21 -- nightcrawl 22-24 -- hype-r space 26-27 -- tunes-dispatch 28-29 -- Janet Martin's CD reviewed 30 -- twisted reviews 31 -- end note 31","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.9, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n09.pdf"
"Richmond Music Journal (1995-08)","Gypsy Publishing","Matera, Mariane","1995","1995-08","v.2:no.10","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Close encounter with the BeatIe wife kind -- Pre-show Dollar Draft with an Up and Coming Rock Chick Wonder ","letters 4-5 -- calendar 6 -- Cheap Trick 7 -- Colin Bush 8-9 -- telephone poll 10 -- nightcrawlers 11-14 -- Jim Westlyn 15 -- Scuttlebutt 17 -- secret soundman 18-19 -- hype-r space 20 -- does Roanoke rock? 21 -- local reviews 22 -- Killer's on the road 23","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.10, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n10.pdf"
"Richmond Music Journal (1995-09)","Gypsy Publishing","Matera, Mariane","1995","1995-09","v.2:no.11","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","The Daveheads roll out for return of Matthews -- Matthew Sweet lives up to name ","Letters 3 -- Calendar 6 -- Telephone Poll 7 -- Harry Gore 8-10 -- Nightcrawlers 11-14 -- Sound Advice 15 -- Hype-r Space 16-17 -- Dance Grooves 19 -- Reviews 22-23","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.11, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n11.pdf"
"Richmond Music Journal (1995-10)","Gypsy Publishing","Matera, Mariane","1995","1995-10","v.2:no.12","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","They were right here, but not now, Wrinkly rockers Van Haren can still get it on and off","Lyrics and Deep Thoughts 3 -- Letters & Threats 4-5 -- Calendar 6 --Telephone Poll 7 -- Mark Lewis 8-9 -- John Doc of X 10 -- Randy Britt & the Homewreckers 11 -- Nightcrawlers 12-18 -- Secret Soundman 19 -- Twisted Reviews 21 -- Classifieds 21 -- Futon Radio 22 -- Hype-R Space 24-28 -- More local reviews 29-31 -- End Note 31","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.2:no.12, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v02_n12.pdf"
"Richmond Music Journal (1995-11)","Gypsy Publishing","Matera, Mariane","1995","1995-11","v.3:no.1","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","A Tale of Two Concert-Goers; R.E.M. Wins One, Loses One","Lyrics and Deep thoughts 3 -- letters and diatribes 4-5 -- calendar 6 -- Telephone Poll 7 -- why we should die 8-9 -- Hyper-space 10-11 -- Nightcrawlers 12-15 -- Couch Radio and Paul's own poll -- Secret Soundman 20-21 -- Gwar is good, Gwar is great 22 -- has it been two years?! 23","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.3:no.1, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v03_n01.pdf"
"Richmond Music Journal (1995-12)","Gypsy Publishing","Matera, Mariane","1995","1995-12","v.3:no.2","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Music biz seminar turns frightening: Lawyers, accountants, bookers, oh no! -- The Used Carlotta interview: Is it more ''Wasted Words''!?","Lyrics and Deep Thoughts 3 -- Letters and Rants 4-5 -- Calendar & Classifieds 6 -- Telephone Poll 7 -- My Guitar 8-9 -- Music biz seminar 10-11 -- The Beatles are back 13 -- Used Carlotta 14-15 --Hype-R Space 16-19 -- Nightcrawlers 22-23 -- Secret Soundman 24 -- Play that gig 25 -- Reviews 26-27, 30-31 -- Peter Bell shops 28-29 -- Cock-sucking 31","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.3:no.2, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v03_n02.pdf"
"Richmond Music Journal (1996-01)","Gypsy Publishing","Matera, Mariane","1996","1996-01","v.3:no.3","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Veterans of bands past reform as the jump beat blues band Bullfrog","Special Soundcheck: Eric E. Stanley explains it all to you! Page 10! -- Lyrics & deep thoughts 3 -- letters & assholes 4-5 -- calendar 6 -- poll 7 -- Bullfrog 8 -- Eric E. Stanley 10-13 -- photo montage 14-15 -- Hype-R Space 16-17 -- Nightcrawlers 18 -- Tunes-Dispatch 20, 23, 24-27 -- Secret Soundman thinks your demo tapes stink 27","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.3:no.3, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v03_n03.pdf"
